engine_no,LAST(recordings.time_in_cycles),LAST(recordings.operational_setting_1),LAST(recordings.operational_setting_2),LAST(recordings.operational_setting_3),LAST(recordings.sensor_measurement_1),LAST(recordings.sensor_measurement_2),LAST(recordings.sensor_measurement_3),LAST(recordings.sensor_measurement_4),LAST(recordings.sensor_measurement_5),LAST(recordings.sensor_measurement_6),LAST(recordings.sensor_measurement_7),LAST(recordings.sensor_measurement_8),LAST(recordings.sensor_measurement_9),LAST(recordings.sensor_measurement_10),LAST(recordings.sensor_measurement_11),LAST(recordings.sensor_measurement_12),LAST(recordings.sensor_measurement_13),LAST(recordings.sensor_measurement_14),LAST(recordings.sensor_measurement_15),LAST(recordings.sensor_measurement_16),LAST(recordings.sensor_measurement_17),LAST(recordings.sensor_measurement_18),LAST(recordings.sensor_measurement_19),LAST(recordings.sensor_measurement_20),LAST(recordings.sensor_measurement_21),MAX(recordings.operational_setting_1),MAX(recordings.operational_setting_2),MAX(recordings.operational_setting_3),MAX(recordings.sensor_measurement_1),MAX(recordings.sensor_measurement_2),MAX(recordings.sensor_measurement_3),MAX(recordings.sensor_measurement_4),MAX(recordings.sensor_measurement_5),MAX(recordings.sensor_measurement_6),MAX(recordings.sensor_measurement_7),MAX(recordings.sensor_measurement_8),MAX(recordings.sensor_measurement_9),MAX(recordings.sensor_measurement_10),MAX(recordings.sensor_measurement_11),MAX(recordings.sensor_measurement_12),MAX(recordings.sensor_measurement_13),MAX(recordings.sensor_measurement_14),MAX(recordings.sensor_measurement_15),MAX(recordings.sensor_measurement_16),MAX(recordings.sensor_measurement_17),MAX(recordings.sensor_measurement_18),MAX(recordings.sensor_measurement_19),MAX(recordings.sensor_measurement_20),MAX(recordings.sensor_measurement_21),MIN(recordings.operational_setting_1),MIN(recordings.operational_setting_2),MIN(recordings.operational_setting_3),MIN(recordings.sensor_measurement_1),MIN(recordings.sensor_measurement_2),MIN(recordings.sensor_measurement_3),MIN(recordings.sensor_measurement_4),MIN(recordings.sensor_measurement_5),MIN(recordings.sensor_measurement_6),MIN(recordings.sensor_measurement_7),MIN(recordings.sensor_measurement_8),MIN(recordings.sensor_measurement_9),MIN(recordings.sensor_measurement_10),MIN(recordings.sensor_measurement_11),MIN(recordings.sensor_measurement_12),MIN(recordings.sensor_measurement_13),MIN(recordings.sensor_measurement_14),MIN(recordings.sensor_measurement_15),MIN(recordings.sensor_measurement_16),MIN(recordings.sensor_measurement_17),MIN(recordings.sensor_measurement_18),MIN(recordings.sensor_measurement_19),MIN(recordings.sensor_measurement_20),MIN(recordings.sensor_measurement_21),RUL
157,252,42.0053,0.84,100.0,445.0,549.42,1350.44,1129.16,3.91,5.68,139.34,2212.23,8335.37,1.02,42.13,131.54,2388.29,8101.07,9.2935,0.02,330,2212,100.0,10.68,6.4206,42.0079,0.842,100.0,518.67,642.76,1589.67,1408.61,14.62,21.57,557.39,2388.14,9071.1,1.3,47.48,525.78,2388.29,8152.17,10.9342,0.03,394,2388,100.0,39.28,23.6205,0.0,0.0,60.0,445.0,535.68,1247.4,1028.69,3.91,5.68,136.43,1915.12,7989.89,0.93,36.15,128.56,2028.0,7858.2,8.3018,0.02,303,1915,84.93,10.36,6.2264,46
158,46,10.0004,0.25,100.0,489.05,604.49,1493.53,1300.44,10.52,15.48,396.7,2318.88,8775.61,1.26,45.23,373.95,2388.14,8132.1,8.5782,0.03,368,2319,100.0,28.89,17.1919,42.0066,0.8419,100.0,518.67,642.93,1590.41,1405.84,14.62,21.6,557.48,2388.13,9066.32,1.3,47.47,524.66,2388.16,8149.04,10.8401,0.03,394,2388,100.0,39.36,23.5496,0.0007,0.0,60.0,445.0,536.72,1257.49,1039.31,3.91,5.71,138.51,1915.36,8012.6,0.94,36.37,130.58,2028.26,7874.3,8.3341,0.02,307,1915,84.93,10.59,6.3398,353
159,35,20.0063,0.7013,100.0,491.19,606.72,1471.77,1236.08,9.35,13.6,331.51,2323.69,8706.79,1.07,43.84,312.15,2387.79,8048.83,9.2104,0.02,361,2324,100.0,24.38,14.627,42.0061,0.8418,100.0,518.67,642.85,1582.07,1405.79,14.62,21.58,551.54,2387.82,9041.3,1.3,47.31,519.43,2388.03,8126.84,10.9244,0.03,391,2388,100.0,38.98,23.3852,0.0002,0.0,60.0,445.0,536.01,1247.29,1037.78,3.91,5.69,137.24,1915.18,7994.43,0.93,36.04,129.16,2028.04,7862.19,8.3961,0.02,304,1915,84.93,10.47,6.2449,253
160,50,42.0035,0.84,100.0,445.0,549.35,1347.55,1125.47,3.91,5.72,138.76,2211.95,8324.06,1.02,42.09,130.52,2388.03,8085.67,9.3398,0.02,330,2212,100.0,10.57,6.5138,42.0075,0.8419,100.0,518.67,643.19,1590.79,1409.94,14.62,21.61,554.44,2388.07,9063.94,1.3,47.47,522.59,2388.14,8140.7,10.9094,0.03,393,2388,100.0,39.02,23.4481,0.0003,0.0,60.0,445.0,536.3,1251.72,1040.43,3.91,5.71,137.87,1915.36,8007.55,0.94,36.37,130.23,2028.22,7869.74,8.4093,0.02,304,1915,84.93,10.51,6.2494,137
161,192,35.0001,0.84,100.0,449.44,555.38,1354.25,1122.47,5.48,8.0,195.66,2223.02,8355.18,1.03,41.69,184.15,2388.12,8071.03,9.2906,0.02,334,2223,100.0,15.11,9.0402,42.008,0.8419,100.0,518.67,642.63,1589.48,1403.95,14.62,21.61,556.78,2388.14,9064.9,1.3,47.31,524.29,2388.14,8146.19,10.8932,0.03,394,2388,100.0,39.24,23.5919,0.0002,0.0,60.0,445.0,535.94,1248.41,1031.18,3.91,5.71,138.09,1915.27,7997.38,0.94,36.38,130.02,2028.16,7865.31,8.3463,0.02,303,1915,84.93,10.48,6.2419,111
162,152,0.0006,0.0008,100.0,518.67,642.1,1581.48,1398.15,14.62,21.58,552.97,2387.96,9045.12,1.3,47.11,521.0,2387.96,8130.96,8.3595,0.03,392,2388,100.0,38.92,23.3043,42.008,0.842,100.0,518.67,642.34,1584.24,1403.39,14.62,21.58,553.12,2387.96,9052.98,1.3,47.37,521.22,2388.07,8132.84,10.9299,0.03,392,2388,100.0,39.09,23.4552,0.0,0.0,60.0,445.0,535.71,1250.71,1030.89,3.91,5.69,136.99,1915.17,7989.04,0.93,36.19,128.84,2028.07,7861.97,8.3595,0.02,304,1915,84.93,10.37,6.2334,161
163,44,0.0011,0.0,100.0,518.67,642.18,1590.95,1407.27,14.62,21.61,558.39,2388.09,9071.41,1.3,47.38,525.44,2388.11,8145.76,8.3483,0.03,393,2388,100.0,39.22,23.5058,42.0078,0.8419,100.0,518.67,642.72,1594.56,1408.35,14.62,21.61,558.39,2388.14,9071.41,1.3,47.43,526.46,2388.27,8152.63,10.8235,0.03,393,2388,100.0,39.32,23.5604,0.0007,0.0,60.0,445.0,535.98,1255.38,1034.93,3.91,5.71,139.13,1915.42,8008.01,0.94,36.49,131.14,2028.31,7876.63,8.3265,0.02,305,1915,84.93,10.57,6.3567,241
164,142,20.0002,0.7001,100.0,491.19,606.53,1477.04,1234.75,9.35,13.6,332.76,2323.68,8714.17,1.07,43.92,313.39,2387.89,8059.6,9.1696,0.02,365,2324,100.0,24.37,14.6201,42.008,0.8418,100.0,518.67,642.75,1590.6,1402.25,14.62,21.59,553.56,2387.98,9058.73,1.3,47.25,521.13,2388.05,8135.08,10.9106,0.03,392,2388,100.0,39.1,23.475,0.0,0.0,60.0,445.0,535.8,1246.7,1030.43,3.91,5.69,137.07,1915.18,7988.07,0.93,36.14,129.19,2028.1,7861.84,8.3678,0.02,304,1915,84.93,10.28,6.194,238
165,197,0.0005,0.0,100.0,518.67,643.37,1588.85,1408.42,14.62,21.61,552.84,2388.14,9058.99,1.3,47.67,521.23,2388.18,8142.6,8.4468,0.03,395,2388,100.0,38.85,23.2647,42.0079,0.842,100.0,518.67,643.37,1595.39,1412.75,14.62,21.61,554.83,2388.14,9072.82,1.3,47.67,522.87,2388.34,8153.58,10.9562,0.03,395,2388,100.0,39.23,23.5025,0.0001,0.0,60.0,445.0,536.06,1252.25,1035.19,3.91,5.71,137.9,1915.37,8011.71,0.94,36.42,130.04,2028.29,7875.37,8.378,0.02,304,1915,84.93,10.45,6.2621,58
166,118,24.9982,0.6219,60.0,462.54,536.9,1265.49,1050.9,7.05,9.03,175.88,1915.46,8021.41,0.94,36.76,164.84,2028.38,7882.51,10.8971,0.02,309,1915,84.93,14.3,8.5225,42.0076,0.842,100.0,518.67,642.95,1594.83,1413.94,14.62,21.61,554.4,2388.13,9071.42,1.3,47.63,522.52,2388.23,8150.59,10.9259,0.03,395,2388,100.0,39.07,23.4378,0.0,0.0,60.0,445.0,536.41,1253.32,1042.77,3.91,5.71,138.35,1915.4,8012.79,0.94,36.59,130.05,2028.28,7876.61,8.3987,0.02,306,1915,84.93,10.42,6.2219,151
167,151,20.0004,0.7,100.0,491.19,607.28,1480.35,1254.12,9.35,13.66,334.19,2323.98,8725.84,1.08,44.54,314.91,2388.16,8062.08,9.2093,0.02,365,2324,100.0,24.47,14.6832,42.0076,0.8419,100.0,518.67,642.94,1600.35,1413.84,14.62,21.61,554.8,2388.16,9061.09,1.3,47.67,522.39,2388.21,8138.27,10.9673,0.03,395,2388,100.0,39.1,23.5025,0.0001,0.0,60.0,445.0,536.52,1254.06,1041.89,3.91,5.71,137.67,1915.2,7996.2,0.94,36.5,129.74,2028.06,7865.26,8.4074,0.02,305,1915,84.93,10.34,6.2343,112
168,19,25.0001,0.6212,60.0,462.54,536.54,1256.61,1044.17,7.05,9.03,175.84,1915.46,8011.02,0.94,36.5,164.16,2028.36,7875.54,10.8732,0.02,307,1915,84.93,14.37,8.6004,42.006,0.8418,100.0,518.67,642.69,1589.64,1405.69,14.62,21.61,554.65,2388.04,9061.71,1.3,47.34,522.47,2388.21,8148.16,10.882,0.03,392,2388,100.0,38.99,23.3875,0.0001,0.0,60.0,445.0,536.54,1256.61,1044.17,3.91,5.71,138.68,1915.44,8011.02,0.94,36.42,130.25,2028.36,7875.54,8.3557,0.02,307,1915,84.93,10.47,6.3369,177
169,126,42.0051,0.8408,100.0,445.0,548.88,1345.38,1117.51,3.91,5.69,138.49,2211.95,8310.66,1.02,41.75,130.3,2388.0,8074.06,9.3718,0.02,328,2212,100.0,10.51,6.2916,42.008,0.842,100.0,518.67,642.58,1586.58,1406.51,14.62,21.58,553.7,2387.98,9052.3,1.3,47.34,521.73,2388.06,8140.4,10.8896,0.03,392,2388,100.0,39.12,23.5048,0.0003,0.0,60.0,445.0,535.82,1244.0,1032.2,3.91,5.69,136.95,1915.23,7990.9,0.93,36.26,129.07,2028.08,7861.5,8.3676,0.02,304,1915,84.93,10.38,6.2023,101
170,8,0.0022,0.0,100.0,518.67,642.9,1580.15,1399.77,14.62,21.61,553.8,2388.09,9052.24,1.3,47.33,521.83,2388.08,8130.83,8.4212,0.03,393,2388,100.0,39.02,23.3862,42.0018,0.8417,100.0,518.67,642.9,1582.3,1402.53,14.62,21.61,554.16,2388.09,9052.24,1.3,47.54,521.92,2388.08,8130.83,10.8846,0.03,393,2388,100.0,39.07,23.3862,0.002,0.0,60.0,445.0,536.88,1258.07,1041.71,3.91,5.71,138.23,1915.23,8002.62,0.94,36.51,130.54,2028.09,7866.3,8.4212,0.02,305,1915,84.93,10.53,6.2925,153
171,91,42.0056,0.8413,100.0,445.0,549.02,1345.89,1117.21,3.91,5.71,139.48,2212.0,8330.76,1.03,41.92,131.15,2388.13,8088.45,9.3245,0.02,330,2212,100.0,10.68,6.2654,42.0077,0.8419,100.0,518.67,642.68,1593.78,1406.77,14.62,21.61,557.91,2388.12,9068.48,1.3,47.46,525.39,2388.21,8148.91,10.8379,0.03,393,2388,100.0,39.32,23.6405,0.0003,0.0,60.0,445.0,536.26,1245.62,1039.16,3.91,5.71,139.06,1915.36,8006.76,0.94,36.34,130.62,2028.24,7872.97,8.305,0.02,305,1915,84.93,10.51,6.2654,308
172,64,42.0,0.84,100.0,445.0,549.53,1357.3,1127.4,3.91,5.72,138.54,2212.0,8326.25,1.02,42.02,130.79,2388.1,8090.18,9.374,0.02,330,2212,100.0,10.55,6.347,42.0074,0.8419,100.0,518.67,642.91,1599.24,1410.59,14.62,21.61,554.56,2388.11,9070.2,1.3,47.68,522.53,2388.19,8146.54,10.9297,0.03,394,2388,100.0,39.11,23.4377,0.0002,0.0,60.0,445.0,536.23,1252.13,1047.4,3.91,5.71,138.21,1915.38,8009.23,0.94,36.55,130.23,2028.26,7874.22,8.3803,0.02,306,1915,84.93,10.43,6.265,209
173,245,35.0057,0.84,100.0,449.44,554.54,1353.58,1122.29,5.48,7.99,194.9,2222.93,8354.25,1.02,41.65,183.16,2387.99,8063.84,9.2913,0.02,332,2223,100.0,14.84,8.9275,42.0077,0.842,100.0,518.67,642.52,1590.28,1403.22,14.62,21.6,555.03,2388.04,9057.38,1.3,47.32,522.96,2388.09,8145.86,10.9073,0.03,393,2388,100.0,39.23,23.6299,0.0,0.0,60.0,445.0,535.92,1248.44,1030.28,3.91,5.7,137.64,1915.19,7993.32,0.93,36.17,129.41,2028.09,7862.39,8.3385,0.02,304,1915,84.93,10.49,6.2961,212
174,39,42.0064,0.84,100.0,445.0,549.59,1350.23,1112.18,3.91,5.69,137.99,2211.91,8316.18,1.02,41.71,129.87,2388.03,8083.96,9.3623,0.02,329,2212,100.0,10.53,6.3931,42.0072,0.8416,100.0,518.67,642.28,1585.55,1394.49,14.62,21.58,553.53,2387.98,9056.72,1.3,47.24,521.37,2388.06,8133.38,10.8855,0.03,391,2388,100.0,39.02,23.4866,0.0003,0.0,60.0,445.0,535.61,1249.98,1034.61,3.91,5.69,137.09,1915.25,7996.89,0.93,36.34,129.28,2028.11,7864.07,8.3603,0.02,304,1915,84.93,10.41,6.2629,331
175,17,9.9999,0.25,100.0,489.05,604.85,1506.08,1309.44,10.52,15.5,393.77,2319.01,8765.48,1.26,45.47,371.5,2388.18,8116.35,8.6707,0.03,370,2319,100.0,28.37,17.0435,42.0064,0.841,100.0,518.67,643.19,1597.75,1412.2,14.62,21.61,553.32,2388.18,9051.78,1.3,47.7,521.82,2388.18,8125.01,10.94,0.03,395,2388,100.0,39.07,23.393,0.0004,0.0,60.0,445.0,536.82,1262.43,1045.52,3.91,5.71,137.84,1915.13,7998.5,0.94,36.75,130.24,2028.04,7863.97,8.4168,0.02,307,1915,84.93,10.39,6.3692,139
176,114,10.0047,0.25,100.0,489.05,604.86,1499.65,1307.82,10.52,15.49,394.47,2318.93,8787.93,1.26,45.43,371.34,2388.1,8135.53,8.6429,0.03,369,2319,100.0,28.5,17.2422,42.0078,0.842,100.0,518.67,642.86,1591.04,1408.5,14.62,21.61,555.06,2388.13,9064.21,1.3,47.51,522.55,2388.19,8144.54,10.915,0.03,393,2388,100.0,39.16,23.525,0.0001,0.0,60.0,445.0,535.61,1247.74,1037.02,3.91,5.71,138.09,1915.27,8000.06,0.94,36.33,129.76,2028.2,7870.07,8.3821,0.02,305,1915,84.93,10.42,6.2424,66
177,209,34.9993,0.8416,100.0,449.44,556.83,1370.35,1143.56,5.48,8.0,194.23,2223.41,8378.58,1.02,42.39,182.65,2388.6,8089.81,9.3944,0.02,335,2223,100.0,14.59,8.8481,42.008,0.842,100.0,518.67,643.49,1598.91,1425.2,14.62,21.61,554.58,2388.16,9089.09,1.3,47.84,522.12,2388.6,8164.38,10.9949,0.03,396,2388,100.0,38.97,23.413,0.0,0.0,60.0,445.0,536.33,1254.63,1042.64,3.91,5.71,138.0,1915.25,7997.83,0.94,36.56,129.94,2028.1,7864.49,8.4082,0.02,306,1915,84.93,10.41,6.1647,33
178,166,24.9992,0.6201,60.0,462.54,537.14,1277.95,1067.97,7.05,9.03,175.22,1915.64,8031.29,0.94,37.02,164.04,2028.58,7893.02,11.0284,0.02,310,1915,84.93,14.16,8.3775,42.0079,0.8418,100.0,518.67,643.45,1601.01,1425.3,14.62,21.61,554.54,2388.26,9078.46,1.3,48.19,522.25,2388.35,8152.19,11.0284,0.03,396,2388,100.0,39.01,23.4497,0.0003,0.0,60.0,445.0,536.33,1254.6,1045.88,3.91,5.71,137.92,1915.1,7996.35,0.94,36.58,129.79,2027.96,7863.6,8.39,0.02,305,1915,84.93,10.37,6.2501,4
179,144,25.0029,0.6215,60.0,462.54,536.9,1259.16,1042.52,7.05,9.02,176.64,1915.39,8009.79,0.94,36.51,165.6,2028.37,7876.35,10.7797,0.02,306,1915,84.93,14.39,8.6621,42.0078,0.842,100.0,518.67,642.55,1596.13,1403.18,14.62,21.61,557.77,2388.12,9068.36,1.3,47.41,525.28,2388.16,8148.61,10.8874,0.03,393,2388,100.0,39.3,23.583,0.0,0.0,60.0,445.0,536.03,1248.98,1034.48,3.91,5.71,138.3,1915.3,8002.5,0.94,36.3,130.47,2028.17,7869.14,8.3231,0.02,304,1915,84.93,10.38,6.297,291
180,26,10.0027,0.25,100.0,489.05,604.39,1504.36,1295.95,10.52,15.48,395.46,2318.78,8771.34,1.26,45.13,372.04,2388.0,8129.27,8.6396,0.03,368,2319,100.0,28.72,17.216,42.0076,0.8418,100.0,518.67,642.1,1584.12,1399.96,14.62,21.6,556.25,2388.06,9062.13,1.3,47.3,523.47,2388.08,8141.91,10.8404,0.03,393,2388,100.0,39.37,23.6174,0.0011,0.0,60.0,445.0,536.49,1254.74,1037.07,3.91,5.71,138.24,1915.38,8001.44,0.94,36.44,130.66,2028.26,7871.4,8.3776,0.02,304,1915,84.93,10.47,6.2831,318
181,103,0.0019,0.0,100.0,518.67,643.41,1590.32,1410.24,14.62,21.61,552.56,2388.13,9038.73,1.3,47.7,521.03,2388.19,8127.47,8.4777,0.03,395,2388,100.0,38.79,23.2241,42.0079,0.842,100.0,518.67,643.41,1595.45,1415.52,14.62,21.61,554.17,2388.2,9062.36,1.3,47.8,521.9,2388.25,8141.72,10.9506,0.03,395,2388,100.0,38.97,23.4228,0.0005,0.0,60.0,445.0,536.34,1256.71,1042.04,3.91,5.71,137.66,1915.24,8004.35,0.94,36.59,129.8,2028.12,7865.21,8.3991,0.02,306,1915,84.93,10.43,6.2543,31
182,114,10.0001,0.2506,100.0,489.05,604.03,1495.68,1300.98,10.52,15.49,395.02,2318.86,8774.92,1.26,45.37,371.36,2388.08,8135.94,8.63,0.03,367,2319,100.0,28.57,17.1614,42.0078,0.842,100.0,518.67,642.56,1596.04,1406.34,14.62,21.61,554.97,2388.06,9065.66,1.3,47.54,522.93,2388.15,8145.57,10.901,0.03,393,2388,100.0,39.24,23.4601,0.0,0.0,60.0,445.0,536.08,1253.01,1035.58,3.91,5.71,138.23,1915.33,8006.14,0.94,36.34,130.19,2028.2,7872.43,8.3661,0.02,304,1915,84.93,10.49,6.2745,91
183,51,0.0025,0.0,100.0,518.67,642.09,1582.59,1400.47,14.62,21.61,554.15,2388.04,9055.48,1.3,47.38,521.92,2388.04,8130.67,8.4401,0.03,392,2388,100.0,38.81,23.379,42.0074,0.8416,100.0,518.67,642.59,1600.06,1407.48,14.62,21.61,554.93,2388.11,9058.97,1.3,47.49,522.5,2388.12,8133.97,10.93,0.03,393,2388,100.0,39.13,23.4009,0.0,0.0,60.0,445.0,536.5,1254.51,1042.69,3.91,5.71,138.34,1915.25,7998.19,0.94,36.52,130.0,2028.16,7866.42,8.4169,0.02,304,1915,84.93,10.45,6.3097,139
184,322,42.003,0.8417,100.0,445.0,549.76,1366.54,1142.38,3.91,5.71,143.42,2212.41,8389.99,1.05,42.87,134.98,2388.53,8148.51,9.0986,0.02,335,2212,100.0,10.8,6.4431,42.0079,0.842,100.0,518.67,643.22,1599.13,1418.08,14.62,21.61,563.95,2388.34,9101.46,1.31,47.79,531.44,2388.95,8181.98,10.8509,0.03,395,2388,100.0,39.53,23.7682,0.0001,0.0,60.0,445.0,535.93,1251.81,1028.86,3.91,5.71,138.34,1915.34,8001.03,0.94,36.36,130.54,2028.26,7874.7,8.293,0.02,304,1915,84.93,10.45,6.295,57
185,49,0.0,0.0,100.0,518.67,641.97,1580.63,1400.88,14.62,21.6,556.07,2388.09,9059.67,1.3,47.15,523.55,2388.07,8137.11,8.3878,0.03,391,2388,100.0,39.11,23.4123,42.0072,0.8419,100.0,518.67,642.59,1595.22,1401.63,14.62,21.6,556.79,2388.1,9070.58,1.3,47.32,524.57,2388.12,8145.52,10.8526,0.03,393,2388,100.0,39.34,23.5832,0.0,0.0,60.0,445.0,536.18,1255.45,1034.22,3.91,5.7,138.28,1915.32,8006.95,0.94,36.46,130.45,2028.2,7870.34,8.3349,0.02,305,1915,84.93,10.54,6.2467,210
186,17,25.0042,0.6203,60.0,462.54,536.57,1261.16,1044.79,7.05,9.03,175.99,1915.29,8007.36,0.94,36.56,164.68,2028.17,7870.71,10.8917,0.02,306,1915,84.93,14.41,8.5666,42.0038,0.8415,100.0,518.67,641.97,1594.57,1408.15,14.62,21.61,554.54,2388.1,9052.84,1.3,47.34,522.08,2388.11,8135.85,10.8917,0.03,392,2388,100.0,38.96,23.3609,0.0015,0.0,60.0,445.0,536.57,1259.49,1044.79,3.91,5.71,137.91,1915.29,8007.36,0.94,36.56,130.15,2028.17,7870.71,8.3748,0.02,306,1915,84.93,10.48,6.241,146
187,90,0.0026,0.0013,100.0,518.67,642.02,1572.77,1389.44,14.62,21.59,554.17,2388.0,9049.1,1.3,47.08,521.5,2387.99,8140.07,8.4039,0.03,392,2388,100.0,39.1,23.4581,42.008,0.8418,100.0,518.67,642.25,1587.52,1397.35,14.62,21.59,554.52,2388.04,9054.82,1.3,47.27,522.26,2388.06,8140.07,10.8796,0.03,392,2388,100.0,39.22,23.5584,0.0001,0.0,60.0,445.0,535.64,1250.39,1032.01,3.91,5.7,137.76,1915.22,7999.15,0.94,36.22,129.63,2028.13,7865.15,8.3666,0.02,304,1915,84.93,10.46,6.2799,183
188,113,41.9982,0.84,100.0,445.0,549.48,1350.7,1121.79,3.91,5.72,138.82,2211.87,8320.53,1.02,42.08,130.67,2387.87,8084.8,9.3569,0.02,331,2212,100.0,10.54,6.3104,42.0078,0.842,100.0,518.67,643.06,1595.86,1413.34,14.62,21.61,554.04,2388.13,9057.21,1.3,47.67,522.14,2388.18,8136.8,10.9354,0.03,394,2388,100.0,39.02,23.3941,0.0002,0.0,60.0,445.0,536.26,1256.5,1045.87,3.91,5.71,137.84,1915.19,8002.31,0.94,36.58,129.69,2028.1,7866.1,8.3934,0.02,306,1915,84.93,10.36,6.246,141
189,20,35.0015,0.84,100.0,449.44,555.53,1367.58,1125.78,5.48,8.0,194.76,2222.95,8350.33,1.02,41.96,182.31,2388.06,8070.2,9.3327,0.02,334,2223,100.0,14.82,9.0039,42.008,0.8416,100.0,491.19,608.0,1508.44,1316.47,10.52,15.49,395.08,2324.02,8781.61,1.26,45.68,371.65,2388.18,8133.63,10.9364,0.03,371,2324,100.0,28.54,17.1124,10.0014,0.25,60.0,445.0,536.45,1260.93,1046.22,3.91,5.71,138.22,1915.33,8002.57,0.94,36.78,130.04,2028.16,7871.76,8.652,0.02,306,1915,84.93,10.5,6.2836,219
190,91,35.0045,0.8413,100.0,449.44,554.24,1355.18,1103.86,5.48,7.97,192.38,2222.7,8332.32,1.02,41.65,181.51,2387.83,8056.5,9.2842,0.02,331,2223,100.0,14.85,8.8236,42.0079,0.842,100.0,518.67,642.44,1582.64,1401.06,14.62,21.58,552.13,2388.0,9045.96,1.3,47.27,519.57,2388.01,8130.21,10.9137,0.03,392,2388,100.0,39.0,23.4099,0.0006,0.0,60.0,445.0,535.75,1242.67,1033.61,3.91,5.69,136.57,1915.15,7987.93,0.93,36.18,128.84,2028.02,7861.06,8.3873,0.02,302,1915,84.93,10.43,6.2301,290
191,124,42.0039,0.84,100.0,445.0,548.79,1350.98,1114.65,3.91,5.7,139.53,2211.97,8321.28,1.02,41.89,130.84,2388.1,8085.01,9.3016,0.02,330,2212,100.0,10.59,6.3491,42.0079,0.842,100.0,518.67,642.48,1590.0,1401.93,14.62,21.6,556.6,2388.08,9063.6,1.3,47.3,523.83,2388.12,8145.25,10.8792,0.03,393,2388,100.0,39.29,23.5638,0.0,0.0,60.0,445.0,535.98,1247.06,1034.71,3.91,5.7,138.2,1915.31,8000.02,0.94,36.39,130.06,2028.2,7870.98,8.3282,0.02,304,1915,84.93,10.53,6.1854,173
192,127,24.9993,0.62,60.0,462.54,537.27,1258.94,1058.41,7.05,9.03,175.58,1915.28,8011.68,0.94,36.88,164.91,2028.22,7873.69,10.9367,0.02,309,1915,84.93,14.19,8.581,42.0074,0.8418,100.0,518.67,643.42,1603.15,1420.28,14.62,21.61,553.93,2388.19,9057.6,1.3,47.81,521.73,2388.26,8136.28,10.9591,0.03,395,2388,100.0,39.15,23.3883,0.0001,0.0,60.0,445.0,536.34,1255.04,1045.17,3.91,5.71,137.88,1915.12,7998.17,0.94,36.59,129.68,2027.97,7862.66,8.4179,0.02,306,1915,84.93,10.46,6.1954,63
193,59,20.0025,0.7002,100.0,491.19,607.67,1487.24,1258.32,9.35,13.66,334.8,2323.91,8720.53,1.08,44.4,314.76,2388.05,8058.21,9.1841,0.02,364,2324,100.0,24.3,14.7971,42.0073,0.842,100.0,518.67,642.98,1594.94,1409.51,14.62,21.61,553.9,2388.17,9050.36,1.3,47.77,521.72,2388.22,8132.32,10.9284,0.03,394,2388,100.0,38.94,23.3879,0.0,0.0,60.0,445.0,536.38,1257.59,1044.95,3.91,5.71,137.99,1915.14,8000.71,0.94,36.58,130.33,2028.04,7864.29,8.4053,0.02,306,1915,84.93,10.43,6.2754,138
194,25,41.9991,0.8407,100.0,445.0,549.13,1350.56,1127.46,3.91,5.71,138.77,2211.72,8312.53,1.02,42.02,130.41,2387.79,8074.57,9.344,0.02,330,2212,100.0,10.61,6.3291,42.0063,0.842,100.0,518.67,642.63,1591.73,1406.4,14.62,21.61,553.76,2388.13,9059.21,1.3,47.52,521.73,2388.13,8130.35,10.9073,0.03,394,2388,100.0,38.89,23.3349,0.0006,0.0,60.0,445.0,536.29,1255.44,1043.84,3.91,5.71,138.71,1915.21,8002.86,0.94,36.62,130.41,2028.1,7863.37,8.4067,0.02,306,1915,84.93,10.44,6.2902,120
195,18,42.0012,0.8418,100.0,445.0,549.11,1345.19,1119.6,3.91,5.71,138.64,2211.92,8324.27,1.02,42.02,130.8,2388.02,8084.96,9.3471,0.02,329,2212,100.0,10.7,6.5463,42.0012,0.842,100.0,518.67,642.68,1589.62,1405.98,14.62,21.61,553.84,2388.12,9058.06,1.3,47.64,521.98,2388.11,8138.84,10.9257,0.03,393,2388,100.0,38.91,23.3341,0.0011,0.0,60.0,445.0,536.38,1254.83,1038.39,3.91,5.71,138.16,1915.29,8008.29,0.94,36.71,130.69,2028.2,7874.31,8.4544,0.02,306,1915,84.93,10.68,6.2764,141
196,99,41.9988,0.84,100.0,445.0,549.47,1352.0,1129.15,3.91,5.72,138.23,2212.25,8341.66,1.02,42.04,130.57,2388.37,8102.34,9.3146,0.02,331,2212,100.0,10.59,6.3937,42.0079,0.8418,100.0,518.67,642.85,1595.98,1411.23,14.62,21.61,554.74,2388.09,9078.31,1.3,47.59,522.9,2388.41,8155.99,10.9272,0.03,393,2388,100.0,39.17,23.5229,0.0,0.0,60.0,445.0,535.96,1253.41,1037.04,3.91,5.71,137.96,1915.46,8006.8,0.94,36.46,130.13,2028.34,7877.77,8.3756,0.02,305,1915,84.93,10.48,6.2836,75
